IdProducto,NombreProducto,Fecha de Compra,Precio,Año,Mes,DiaSemana
22,Table,6/24/2018,430,2018,6,Domingo
24,Tuna,8/7/2017,467,2017,8,Lunes
5,Chair,3/1/2018,529,2018,3,Jueves
9,Computer,6/8/2017,8847,2017,6,Jueves
15,Pants,11/9/2017,678,2017,11,Jueves
21,Soap,8/16/2017,334,2017,8,Miercoles
8,Chips,1/1/2018,442,2018,1,Lunes
20,Shoes,1/4/2018,824,2018,1,Jueves
8,Chips,7/6/2018,442,2018,7,Viernes
11,Gloves,10/21/2018,413,2018,10,Domingo
15,Pants,1/20/2018,678,2018,1,Sabado
23,Towels,1/30/2019,98,2019,1,Miercoles
10,Fish,10/29/2018,587,2018,10,Lunes
2,Ball,10/9/2018,778,2018,10,Martes
2,Ball,1/13/2018,778,2018,1,Sabado
11,Gloves,12/3/2018,413,2018,12,Lunes
20,Shoes,2/19/2019,824,2019,2,Martes
22,Table,9/24/2018,430,2018,9,Lunes
5,Chair,12/19/2017,529,2017,12,Martes
18,Sausages,5/27/2018,347,2018,5,Domingo
3,Bike,6/1/2017,742,2017,6,Jueves
8,Chips,3/2/2017,442,2017,3,Jueves
9,Computer,11/9/2018,8847,2018,11,Viernes
3,Bike,2/24/2017,742,2017,2,Viernes
19,Shirt,9/6/2017,698,2017,9,Miercoles
23,Towels,9/25/2017,98,2017,9,Lunes
4,Car,2/1/2019,50,2019,2,Viernes
14,Mouse,2/25/2018,679,2018,2,Domingo
4,Car,8/14/2018,50,2018,8,Martes
23,Towels,9/5/2017,98,2017,9,Martes
12,Hat,5/19/2017,766,2017,5,Viernes
18,Sausages,10/31/2018,347,2018,10,Miercoles
16,Pizza,7/1/2017,964,2017,7,Sabado
8,Chips,1/27/2018,442,2018,1,Sabado
23,Towels,7/20/2018,98,2018,7,Viernes
8,Chips,9/25/2018,442,2018,9,Martes
4,Car,12/17/2018,50,2018,12,Lunes
24,Tuna,9/5/2018,467,2018,9,Miercoles
10,Fish,9/28/2018,587,2018,9,Viernes
6,Cheese,12/17/2017,252,2017,12,Domingo
21,Soap,11/13/2018,334,2018,11,Martes
13,Keyboard,10/9/2018,920,2018,10,Martes
24,Tuna,10/18/2017,467,2017,10,Miercoles
7,Chicken,2/4/2018,887,2018,2,Domingo
7,Chicken,7/15/2018,887,2018,7,Domingo
21,Soap,12/11/2017,334,2017,12,Lunes
2,Ball,9/24/2017,778,2017,9,Domingo
9,Computer,3/10/2018,8847,2018,3,Sabado
12,Hat,11/10/2018,766,2018,11,Sabado
18,Sausages,6/16/2018,347,2018,6,Sabado
17,Salad,9/1/2018,853,2018,9,Sabado
13,Keyboard,9/19/2018,920,2018,9,Miercoles
5,Chair,2/5/2019,529,2019,2,Martes
4,Car,12/10/2018,50,2018,12,Lunes
23,Towels,10/11/2017,98,2017,10,Miercoles
24,Tuna,7/28/2017,467,2017,7,Viernes
4,Car,5/9/2017,50,2017,5,Martes
3,Bike,1/20/2018,742,2018,1,Sabado
4,Car,2/15/2019,50,2019,2,Viernes
12,Hat,3/18/2018,766,2018,3,Domingo
14,Mouse,7/26/2017,679,2017,7,Miercoles
20,Shoes,8/19/2017,824,2017,8,Sabado
24,Tuna,1/28/2019,467,2019,1,Lunes
18,Sausages,12/14/2018,347,2018,12,Viernes
13,Keyboard,7/18/2017,920,2017,7,Martes
13,Keyboard,11/23/2017,920,2017,11,Jueves
18,Sausages,10/21/2018,347,2018,10,Domingo
18,Sausages,7/16/2017,347,2017,7,Domingo
16,Pizza,3/10/2018,964,2018,3,Sabado
5,Chair,6/25/2017,529,2017,6,Domingo
6,Cheese,5/26/2017,252,2017,5,Viernes
18,Sausages,11/3/2017,347,2017,11,Viernes
4,Car,4/6/2018,50,2018,4,Viernes
20,Shoes,3/14/2018,824,2018,3,Miercoles
8,Chips,9/20/2017,442,2017,9,Miercoles
14,Mouse,3/20/2017,679,2017,3,Lunes
6,Cheese,5/17/2018,252,2018,5,Jueves
2,Ball,10/23/2018,778,2018,10,Martes
16,Pizza,5/13/2017,964,2017,5,Sabado
13,Keyboard,4/22/2018,920,2018,4,Domingo
4,Car,4/14/2018,50,2018,4,Sabado
22,Table,2/19/2019,430,2019,2,Martes
22,Table,12/10/2017,430,2017,12,Domingo
19,Shirt,3/13/2018,698,2018,3,Martes
5,Chair,5/29/2017,529,2017,5,Lunes
1,Bacon,8/12/2018,193,2018,8,Domingo
1,Bacon,3/27/2018,193,2018,3,Martes
8,Chips,12/25/2017,442,2017,12,Lunes
8,Chips,10/3/2017,442,2017,10,Martes
16,Pizza,6/28/2018,964,2018,6,Jueves
7,Chicken,4/13/2018,887,2018,4,Viernes
17,Salad,11/21/2017,853,2017,11,Martes
18,Sausages,5/30/2017,347,2017,5,Martes
16,Pizza,9/4/2017,964,2017,9,Lunes
15,Pants,4/2/2017,678,2017,4,Domingo
4,Car,9/13/2017,50,2017,9,Miercoles
7,Chicken,7/1/2018,887,2018,7,Domingo
1,Bacon,11/24/2018,193,2018,11,Sabado
10,Fish,5/4/2018,587,2018,5,Viernes
16,Pizza,5/14/2017,964,2017,5,Domingo
8,Chips,6/6/2018,442,2018,6,Miercoles
2,Ball,7/2/2017,778,2017,7,Domingo
4,Car,10/10/2018,50,2018,10,Miercoles
18,Sausages,12/27/2018,347,2018,12,Jueves
19,Shirt,7/5/2017,698,2017,7,Miercoles
17,Salad,9/10/2017,853,2017,9,Domingo
8,Chips,10/13/2018,442,2018,10,Sabado
1,Bacon,7/11/2018,193,2018,7,Miercoles
17,Salad,2/20/2018,853,2018,2,Martes
11,Gloves,10/14/2017,413,2017,10,Sabado
3,Bike,12/8/2017,742,2017,12,Viernes
17,Salad,4/7/2018,853,2018,4,Sabado
22,Table,5/25/2018,430,2018,5,Viernes
21,Soap,11/1/2017,334,2017,11,Miercoles
14,Mouse,12/6/2017,679,2017,12,Miercoles
20,Shoes,9/15/2017,824,2017,9,Viernes
23,Towels,10/1/2018,98,2018,10,Lunes
11,Gloves,7/1/2017,413,2017,7,Sabado
8,Chips,11/23/2017,442,2017,11,Jueves
23,Towels,5/1/2018,98,2018,5,Martes
11,Gloves,7/27/2017,413,2017,7,Jueves
23,Towels,10/27/2017,98,2017,10,Viernes
20,Shoes,9/18/2017,824,2017,9,Lunes
24,Tuna,4/8/2017,467,2017,4,Sabado
13,Keyboard,5/20/2018,920,2018,5,Domingo
9,Computer,10/9/2018,8847,2018,10,Martes
17,Salad,9/7/2018,853,2018,9,Viernes
12,Hat,5/5/2017,766,2017,5,Viernes
21,Soap,7/23/2017,334,2017,7,Domingo
19,Shirt,8/18/2018,698,2018,8,Sabado
3,Bike,12/23/2017,742,2017,12,Sabado
18,Sausages,8/11/2017,347,2017,8,Viernes
18,Sausages,1/1/2018,347,2018,1,Lunes
17,Salad,2/26/2018,853,2018,2,Lunes
18,Sausages,1/7/2019,347,2019,1,Lunes
20,Shoes,5/22/2017,824,2017,5,Lunes
17,Salad,9/19/2018,853,2018,9,Miercoles
12,Hat,8/24/2018,766,2018,8,Viernes
24,Tuna,6/15/2017,467,2017,6,Jueves
5,Chair,2/21/2019,529,2019,2,Jueves
20,Shoes,11/7/2018,824,2018,11,Miercoles
11,Gloves,8/28/2017,413,2017,8,Lunes
24,Tuna,6/25/2018,467,2018,6,Lunes
19,Shirt,3/4/2018,698,2018,3,Domingo
2,Ball,3/20/2017,778,2017,3,Lunes
2,Ball,7/10/2018,778,2018,7,Martes
8,Chips,2/11/2018,442,2018,2,Domingo
19,Shirt,11/19/2017,698,2017,11,Domingo
18,Sausages,7/11/2017,347,2017,7,Martes
9,Computer,6/11/2018,8847,2018,6,Lunes
4,Car,10/26/2018,50,2018,10,Viernes
18,Sausages,4/12/2018,347,2018,4,Jueves
13,Keyboard,1/31/2019,920,2019,1,Jueves
4,Car,6/22/2018,50,2018,6,Viernes
8,Chips,5/6/2018,442,2018,5,Domingo
11,Gloves,9/28/2018,413,2018,9,Viernes
10,Fish,6/12/2018,587,2018,6,Martes
6,Cheese,9/5/2018,252,2018,9,Miercoles
1,Bacon,11/3/2018,193,2018,11,Sabado
16,Pizza,1/27/2018,964,2018,1,Sabado
22,Table,4/19/2018,430,2018,4,Jueves
8,Chips,6/8/2018,442,2018,6,Viernes
23,Towels,10/15/2017,98,2017,10,Domingo
16,Pizza,5/31/2017,964,2017,5,Miercoles
10,Fish,3/5/2017,587,2017,3,Domingo
18,Sausages,5/31/2018,347,2018,5,Jueves
21,Soap,9/28/2017,334,2017,9,Jueves
1,Bacon,8/28/2017,193,2017,8,Lunes
17,Salad,9/29/2018,853,2018,9,Sabado
24,Tuna,2/16/2018,467,2018,2,Viernes
23,Towels,2/6/2018,98,2018,2,Martes
13,Keyboard,2/20/2019,920,2019,2,Miercoles
6,Cheese,7/28/2018,252,2018,7,Sabado
8,Chips,2/12/2019,442,2019,2,Martes
10,Fish,1/22/2018,587,2018,1,Lunes
4,Car,10/16/2018,50,2018,10,Martes
19,Shirt,12/28/2018,698,2018,12,Viernes
18,Sausages,11/18/2018,347,2018,11,Domingo
12,Hat,6/12/2018,766,2018,6,Martes
12,Hat,4/27/2017,766,2017,4,Jueves
3,Bike,6/23/2017,742,2017,6,Viernes
18,Sausages,5/10/2018,347,2018,5,Jueves
11,Gloves,12/17/2017,413,2017,12,Domingo
5,Chair,12/3/2018,529,2018,12,Lunes
21,Soap,9/17/2018,334,2018,9,Lunes
24,Tuna,4/2/2017,467,2017,4,Domingo
11,Gloves,5/29/2018,413,2018,5,Martes
14,Mouse,8/15/2017,679,2017,8,Martes
18,Sausages,10/28/2017,347,2017,10,Sabado
12,Hat,4/14/2018,766,2018,4,Sabado
21,Soap,9/28/2017,334,2017,9,Jueves
12,Hat,1/14/2018,766,2018,1,Domingo
24,Tuna,4/29/2018,467,2018,4,Domingo
7,Chicken,8/4/2017,887,2017,8,Viernes
17,Salad,7/26/2017,853,2017,7,Miercoles
18,Sausages,9/11/2017,347,2017,9,Lunes
2,Ball,7/16/2017,778,2017,7,Domingo
6,Cheese,3/28/2017,252,2017,3,Martes
12,Hat,12/16/2018,766,2018,12,Domingo
18,Sausages,9/3/2018,347,2018,9,Lunes
13,Keyboard,9/21/2017,920,2017,9,Jueves
17,Salad,8/18/2017,853,2017,8,Viernes
23,Towels,5/16/2017,98,2017,5,Martes
16,Pizza,9/11/2018,964,2018,9,Martes
7,Chicken,1/11/2018,887,2018,1,Jueves
11,Gloves,1/24/2018,413,2018,1,Miercoles
19,Shirt,2/20/2018,698,2018,2,Martes
19,Shirt,4/27/2017,698,2017,4,Jueves
16,Pizza,12/28/2017,964,2017,12,Jueves
14,Mouse,2/1/2018,679,2018,2,Jueves
9,Computer,11/29/2018,8847,2018,11,Jueves
7,Chicken,9/28/2018,887,2018,9,Viernes
13,Keyboard,12/2/2018,920,2018,12,Domingo
12,Hat,4/16/2017,766,2017,4,Domingo
16,Pizza,3/15/2018,964,2018,3,Jueves
11,Gloves,8/13/2017,413,2017,8,Domingo
11,Gloves,4/25/2017,413,2017,4,Martes
19,Shirt,12/26/2018,698,2018,12,Miercoles
16,Pizza,2/18/2018,964,2018,2,Domingo
18,Sausages,8/26/2017,347,2017,8,Sabado
5,Chair,6/12/2017,529,2017,6,Lunes
6,Cheese,6/25/2018,252,2018,6,Lunes
18,Sausages,2/6/2018,347,2018,2,Martes
24,Tuna,10/3/2018,467,2018,10,Miercoles
3,Bike,8/3/2018,742,2018,8,Viernes
19,Shirt,2/19/2018,698,2018,2,Lunes
2,Ball,8/11/2018,778,2018,8,Sabado
7,Chicken,10/22/2018,887,2018,10,Lunes
9,Computer,12/2/2017,8847,2017,12,Sabado
16,Pizza,4/15/2018,964,2018,4,Domingo
16,Pizza,11/3/2018,964,2018,11,Sabado
3,Bike,10/9/2017,742,2017,10,Lunes
18,Sausages,1/14/2018,347,2018,1,Domingo
14,Mouse,11/6/2018,679,2018,11,Martes
21,Soap,10/10/2017,334,2017,10,Martes
5,Chair,3/29/2017,529,2017,3,Miercoles
4,Car,4/25/2018,50,2018,4,Miercoles
16,Pizza,8/26/2018,964,2018,8,Domingo
16,Pizza,8/30/2018,964,2018,8,Jueves
7,Chicken,6/12/2018,887,2018,6,Martes
24,Tuna,12/27/2018,467,2018,12,Jueves
24,Tuna,9/8/2018,467,2018,9,Sabado
21,Soap,4/20/2017,334,2017,4,Jueves
19,Shirt,4/1/2017,698,2017,4,Sabado
19,Shirt,5/15/2018,698,2018,5,Martes
2,Ball,2/15/2018,778,2018,2,Jueves
5,Chair,1/7/2018,529,2018,1,Domingo
21,Soap,9/13/2017,334,2017,9,Miercoles
24,Tuna,8/6/2017,467,2017,8,Domingo
20,Shoes,5/28/2017,824,2017,5,Domingo
3,Bike,8/15/2017,742,2017,8,Martes
9,Computer,4/11/2017,8847,2017,4,Martes
1,Bacon,3/11/2017,193,2017,3,Sabado
9,Computer,5/4/2017,8847,2017,5,Jueves
21,Soap,3/14/2018,334,2018,3,Miercoles
14,Mouse,2/3/2019,679,2019,2,Domingo
19,Shirt,2/14/2018,698,2018,2,Miercoles
2,Ball,3/23/2017,778,2017,3,Jueves
6,Cheese,4/23/2018,252,2018,4,Lunes
14,Mouse,8/28/2017,679,2017,8,Lunes
4,Car,4/12/2017,50,2017,4,Miercoles
12,Hat,10/19/2017,766,2017,10,Jueves
16,Pizza,12/24/2018,964,2018,12,Lunes
8,Chips,4/12/2017,442,2017,4,Miercoles
2,Ball,5/12/2017,778,2017,5,Viernes
9,Computer,1/1/2019,8847,2019,1,Martes
14,Mouse,6/22/2018,679,2018,6,Viernes
15,Pants,6/5/2018,678,2018,6,Martes
23,Towels,10/25/2017,98,2017,10,Miercoles
21,Soap,1/18/2019,334,2019,1,Viernes
14,Mouse,1/6/2018,679,2018,1,Sabado
6,Cheese,10/14/2018,252,2018,10,Domingo
13,Keyboard,7/5/2017,920,2017,7,Miercoles
5,Chair,9/20/2017,529,2017,9,Miercoles
17,Salad,4/11/2017,853,2017,4,Martes
10,Fish,2/5/2019,587,2019,2,Martes
18,Sausages,1/7/2018,347,2018,1,Domingo
10,Fish,7/27/2018,587,2018,7,Viernes
23,Towels,1/23/2018,98,2018,1,Martes
15,Pants,1/8/2019,678,2019,1,Martes
16,Pizza,8/11/2017,964,2017,8,Viernes
3,Bike,1/18/2019,742,2019,1,Viernes
1,Bacon,9/5/2018,193,2018,9,Miercoles
10,Fish,6/25/2018,587,2018,6,Lunes
24,Tuna,5/12/2018,467,2018,5,Sabado
15,Pants,3/12/2018,678,2018,3,Lunes
5,Chair,8/14/2018,529,2018,8,Martes
5,Chair,11/1/2018,529,2018,11,Jueves
18,Sausages,6/15/2018,347,2018,6,Viernes
18,Sausages,3/11/2018,347,2018,3,Domingo
7,Chicken,4/12/2018,887,2018,4,Jueves
3,Bike,12/29/2017,742,2017,12,Viernes
24,Tuna,7/15/2017,467,2017,7,Sabado
14,Mouse,7/7/2018,679,2018,7,Sabado
4,Car,2/21/2019,50,2019,2,Jueves
23,Towels,2/20/2018,98,2018,2,Martes
4,Car,5/10/2017,50,2017,5,Miercoles
21,Soap,8/12/2018,334,2018,8,Domingo
8,Chips,9/16/2017,442,2017,9,Sabado
14,Mouse,8/5/2017,679,2017,8,Sabado
4,Car,3/22/2018,50,2018,3,Jueves
18,Sausages,6/15/2017,347,2017,6,Jueves
23,Towels,5/18/2017,98,2017,5,Jueves
7,Chicken,2/24/2018,887,2018,2,Sabado
20,Shoes,1/14/2018,824,2018,1,Domingo
22,Table,2/27/2018,430,2018,2,Martes
16,Pizza,12/11/2017,964,2017,12,Lunes
2,Ball,6/2/2018,778,2018,6,Sabado
1,Bacon,8/16/2017,193,2017,8,Miercoles
11,Gloves,5/15/2018,413,2018,5,Martes
12,Hat,12/5/2017,766,2017,12,Martes
13,Keyboard,12/4/2017,920,2017,12,Lunes
13,Keyboard,1/25/2019,920,2019,1,Viernes
7,Chicken,1/9/2018,887,2018,1,Martes
20,Shoes,9/10/2017,824,2017,9,Domingo
11,Gloves,7/5/2017,413,2017,7,Miercoles
5,Chair,6/25/2017,529,2017,6,Domingo
1,Bacon,4/13/2018,193,2018,4,Viernes
5,Chair,12/27/2018,529,2018,12,Jueves
2,Ball,12/24/2018,778,2018,12,Lunes
16,Pizza,9/28/2018,964,2018,9,Viernes
9,Computer,6/4/2018,8847,2018,6,Lunes
6,Cheese,3/27/2018,252,2018,3,Martes
14,Mouse,6/25/2017,679,2017,6,Domingo
16,Pizza,1/26/2019,964,2019,1,Sabado
8,Chips,6/15/2017,442,2017,6,Jueves
5,Chair,2/19/2019,529,2019,2,Martes
1,Bacon,9/27/2017,193,2017,9,Miercoles
2,Ball,10/25/2018,778,2018,10,Jueves
9,Computer,4/24/2018,8847,2018,4,Martes
20,Shoes,1/3/2018,824,2018,1,Miercoles
7,Chicken,8/10/2017,887,2017,8,Jueves
19,Shirt,2/22/2018,698,2018,2,Jueves
2,Ball,4/30/2018,778,2018,4,Lunes
7,Chicken,9/1/2018,887,2018,9,Sabado
2,Ball,11/5/2017,778,2017,11,Domingo
22,Table,5/12/2017,430,2017,5,Viernes
12,Hat,5/12/2017,766,2017,5,Viernes
24,Tuna,8/18/2017,467,2017,8,Viernes
20,Shoes,12/8/2018,824,2018,12,Sabado
13,Keyboard,9/11/2017,920,2017,9,Lunes
13,Keyboard,7/12/2018,920,2018,7,Jueves
11,Gloves,1/16/2018,413,2018,1,Martes
11,Gloves,11/8/2017,413,2017,11,Miercoles
13,Keyboard,11/4/2017,920,2017,11,Sabado
13,Keyboard,2/19/2019,920,2019,2,Martes
22,Table,2/10/2019,430,2019,2,Domingo
24,Tuna,1/10/2018,467,2018,1,Miercoles
24,Tuna,9/28/2017,467,2017,9,Jueves
11,Gloves,8/14/2017,413,2017,8,Lunes
6,Cheese,5/29/2017,252,2017,5,Lunes
21,Soap,4/3/2017,334,2017,4,Lunes
13,Keyboard,6/1/2018,920,2018,6,Viernes
20,Shoes,1/3/2019,824,2019,1,Jueves
1,Bacon,4/5/2018,193,2018,4,Jueves
9,Computer,5/5/2017,8847,2017,5,Viernes
12,Hat,12/6/2017,766,2017,12,Miercoles
2,Ball,11/10/2018,778,2018,11,Sabado
20,Shoes,1/7/2019,824,2019,1,Lunes
14,Mouse,11/1/2018,679,2018,11,Jueves
16,Pizza,1/10/2019,964,2019,1,Jueves
11,Gloves,12/22/2018,413,2018,12,Sabado
21,Soap,10/7/2018,334,2018,10,Domingo
23,Towels,7/2/2018,98,2018,7,Lunes
21,Soap,8/11/2018,334,2018,8,Sabado
21,Soap,9/27/2018,334,2018,9,Jueves
19,Shirt,4/15/2018,698,2018,4,Domingo
21,Soap,4/12/2017,334,2017,4,Miercoles
6,Cheese,12/19/2017,252,2017,12,Martes
18,Sausages,8/12/2017,347,2017,8,Sabado
13,Keyboard,11/19/2017,920,2017,11,Domingo
17,Salad,8/22/2018,853,2018,8,Miercoles
3,Bike,7/23/2017,742,2017,7,Domingo
21,Soap,5/15/2018,334,2018,5,Martes
9,Computer,5/28/2017,8847,2017,5,Domingo
5,Chair,12/18/2018,529,2018,12,Martes
7,Chicken,12/18/2018,887,2018,12,Martes
6,Cheese,4/25/2017,252,2017,4,Martes
3,Bike,9/5/2018,742,2018,9,Miercoles
16,Pizza,7/2/2017,964,2017,7,Domingo
12,Hat,11/17/2018,766,2018,11,Sabado
8,Chips,4/14/2017,442,2017,4,Viernes
6,Cheese,4/22/2018,252,2018,4,Domingo
21,Soap,10/8/2017,334,2017,10,Domingo
2,Ball,10/24/2018,778,2018,10,Miercoles
9,Computer,1/4/2019,8847,2019,1,Viernes
21,Soap,9/13/2018,334,2018,9,Jueves
20,Shoes,10/19/2017,824,2017,10,Jueves
6,Cheese,4/1/2018,252,2018,4,Domingo
3,Bike,12/11/2017,742,2017,12,Lunes
15,Pants,9/11/2017,678,2017,9,Lunes
5,Chair,5/28/2017,529,2017,5,Domingo
13,Keyboard,2/18/2019,920,2019,2,Lunes
15,Pants,4/28/2018,678,2018,4,Sabado
11,Gloves,2/27/2018,413,2018,2,Martes
23,Towels,7/17/2018,98,2018,7,Martes
2,Ball,12/7/2018,778,2018,12,Viernes
1,Bacon,12/2/2018,193,2018,12,Domingo
7,Chicken,7/8/2017,887,2017,7,Sabado
9,Computer,1/22/2018,8847,2018,1,Lunes
8,Chips,7/11/2017,442,2017,7,Martes
10,Fish,8/5/2018,587,2018,8,Domingo
20,Shoes,11/24/2018,824,2018,11,Sabado
10,Fish,7/11/2018,587,2018,7,Miercoles
16,Pizza,11/6/2017,964,2017,11,Lunes
16,Pizza,1/11/2019,964,2019,1,Viernes
16,Pizza,9/22/2017,964,2017,9,Viernes
4,Car,6/14/2017,50,2017,6,Miercoles
8,Chips,6/10/2018,442,2018,6,Domingo
11,Gloves,3/20/2018,413,2018,3,Martes
9,Computer,5/2/2018,8847,2018,5,Miercoles
18,Sausages,11/1/2018,347,2018,11,Jueves
5,Chair,9/21/2017,529,2017,9,Jueves
17,Salad,2/25/2018,853,2018,2,Domingo
21,Soap,9/13/2018,334,2018,9,Jueves
23,Towels,7/13/2017,98,2017,7,Jueves
7,Chicken,7/6/2017,887,2017,7,Jueves
18,Sausages,12/17/2017,347,2017,12,Domingo
2,Ball,12/10/2017,778,2017,12,Domingo
23,Towels,4/9/2017,98,2017,4,Domingo
24,Tuna,5/18/2017,467,2017,5,Jueves
17,Salad,9/25/2018,853,2018,9,Martes
6,Cheese,1/4/2018,252,2018,1,Jueves
23,Towels,11/16/2017,98,2017,11,Jueves
15,Pants,5/3/2018,678,2018,5,Jueves
7,Chicken,4/5/2017,887,2017,4,Miercoles
21,Soap,1/12/2018,334,2018,1,Viernes
16,Pizza,1/9/2019,964,2019,1,Miercoles
3,Bike,6/5/2018,742,2018,6,Martes
2,Ball,11/18/2017,778,2017,11,Sabado
23,Towels,1/16/2018,98,2018,1,Martes
1,Bacon,3/14/2018,193,2018,3,Miercoles
8,Chips,1/3/2018,442,2018,1,Miercoles
2,Ball,8/14/2018,778,2018,8,Martes
15,Pants,7/31/2017,678,2017,7,Lunes
18,Sausages,6/19/2018,347,2018,6,Martes
1,Bacon,7/28/2018,193,2018,7,Sabado
3,Bike,4/30/2018,742,2018,4,Lunes
3,Bike,7/16/2018,742,2018,7,Lunes
1,Bacon,2/23/2018,193,2018,2,Viernes
7,Chicken,3/3/2018,887,2018,3,Sabado
13,Keyboard,9/27/2017,920,2017,9,Miercoles
24,Tuna,7/23/2017,467,2017,7,Domingo
23,Towels,9/26/2018,98,2018,9,Miercoles
11,Gloves,12/28/2018,413,2018,12,Viernes
15,Pants,11/21/2018,678,2018,11,Miercoles
9,Computer,6/19/2018,8847,2018,6,Martes
24,Tuna,12/28/2017,467,2017,12,Jueves
4,Car,6/24/2018,50,2018,6,Domingo
4,Car,7/16/2017,50,2017,7,Domingo
4,Car,6/22/2017,50,2017,6,Jueves
21,Soap,3/17/2017,334,2017,3,Viernes
1,Bacon,9/2/2018,193,2018,9,Domingo
18,Sausages,9/20/2017,347,2017,9,Miercoles
3,Bike,6/13/2017,742,2017,6,Martes
9,Computer,4/3/2018,8847,2018,4,Martes
18,Sausages,6/12/2017,347,2017,6,Lunes
8,Chips,9/21/2017,442,2017,9,Jueves
20,Shoes,7/8/2017,824,2017,7,Sabado
23,Towels,1/13/2019,98,2019,1,Domingo
13,Keyboard,12/13/2017,920,2017,12,Miercoles
11,Gloves,10/23/2018,413,2018,10,Martes
19,Shirt,5/11/2017,698,2017,5,Jueves
8,Chips,6/16/2017,442,2017,6,Viernes
12,Hat,1/5/2018,766,2018,1,Viernes
13,Keyboard,9/3/2017,920,2017,9,Domingo
21,Soap,5/30/2018,334,2018,5,Miercoles
21,Soap,9/1/2017,334,2017,9,Viernes
4,Car,12/22/2018,50,2018,12,Sabado
7,Chicken,12/28/2018,887,2018,12,Viernes
4,Car,1/2/2018,50,2018,1,Martes
22,Table,8/16/2017,430,2017,8,Miercoles
10,Fish,6/22/2017,587,2017,6,Jueves
13,Keyboard,2/27/2018,920,2018,2,Martes
21,Soap,9/29/2017,334,2017,9,Viernes
24,Tuna,10/14/2018,467,2018,10,Domingo
2,Ball,7/4/2018,778,2018,7,Miercoles
4,Car,9/21/2018,50,2018,9,Viernes
23,Towels,7/21/2018,98,2018,7,Sabado
2,Ball,10/16/2017,778,2017,10,Lunes
6,Cheese,3/17/2017,252,2017,3,Viernes
15,Pants,10/3/2017,678,2017,10,Martes
19,Shirt,7/5/2017,698,2017,7,Miercoles
7,Chicken,4/10/2017,887,2017,4,Lunes
13,Keyboard,12/5/2018,920,2018,12,Miercoles
21,Soap,6/3/2018,334,2018,6,Domingo
17,Salad,5/27/2017,853,2017,5,Sabado
8,Chips,6/21/2017,442,2017,6,Miercoles
14,Mouse,6/7/2018,679,2018,6,Jueves
12,Hat,3/10/2017,766,2017,3,Viernes
19,Shirt,6/29/2018,698,2018,6,Viernes
14,Mouse,8/11/2018,679,2018,8,Sabado
6,Cheese,6/13/2018,252,2018,6,Miercoles
4,Car,6/25/2018,50,2018,6,Lunes
15,Pants,1/23/2019,678,2019,1,Miercoles
21,Soap,10/2/2018,334,2018,10,Martes
24,Tuna,12/16/2018,467,2018,12,Domingo
3,Bike,1/18/2018,742,2018,1,Jueves
17,Salad,1/7/2019,853,2019,1,Lunes
19,Shirt,2/5/2019,698,2019,2,Martes
9,Computer,7/27/2018,8847,2018,7,Viernes
5,Chair,3/15/2017,529,2017,3,Miercoles
21,Soap,7/3/2018,334,2018,7,Martes
5,Chair,2/10/2018,529,2018,2,Sabado
23,Towels,2/7/2018,98,2018,2,Miercoles
2,Ball,1/18/2018,778,2018,1,Jueves
7,Chicken,8/4/2017,887,2017,8,Viernes
1,Bacon,10/31/2018,193,2018,10,Miercoles
2,Ball,2/8/2019,778,2019,2,Viernes
10,Fish,1/4/2019,587,2019,1,Viernes
24,Tuna,12/1/2017,467,2017,12,Viernes
22,Table,4/12/2017,430,2017,4,Miercoles
17,Salad,11/19/2018,853,2018,11,Lunes
22,Table,6/5/2017,430,2017,6,Lunes
14,Mouse,10/13/2018,679,2018,10,Sabado
21,Soap,9/29/2017,334,2017,9,Viernes
9,Computer,7/16/2017,8847,2017,7,Domingo
13,Keyboard,6/12/2018,920,2018,6,Martes
4,Car,8/23/2018,50,2018,8,Jueves
12,Hat,1/23/2019,766,2019,1,Miercoles
17,Salad,5/20/2017,853,2017,5,Sabado
3,Bike,1/2/2019,742,2019,1,Miercoles
22,Table,4/13/2018,430,2018,4,Viernes
3,Bike,9/2/2018,742,2018,9,Domingo
11,Gloves,3/30/2018,413,2018,3,Viernes
9,Computer,12/21/2018,8847,2018,12,Viernes
14,Mouse,11/6/2017,679,2017,11,Lunes
18,Sausages,10/10/2017,347,2017,10,Martes
18,Sausages,8/5/2018,347,2018,8,Domingo
19,Shirt,4/2/2018,698,2018,4,Lunes
7,Chicken,12/16/2018,887,2018,12,Domingo
9,Computer,1/26/2019,8847,2019,1,Sabado
14,Mouse,4/13/2018,679,2018,4,Viernes
15,Pants,3/29/2018,678,2018,3,Jueves
2,Ball,10/19/2017,778,2017,10,Jueves
4,Car,1/7/2019,50,2019,1,Lunes
3,Bike,4/27/2017,742,2017,4,Jueves
12,Hat,6/20/2017,766,2017,6,Martes
22,Table,5/20/2017,430,2017,5,Sabado
5,Chair,3/9/2017,529,2017,3,Jueves
11,Gloves,5/21/2018,413,2018,5,Lunes
20,Shoes,1/23/2018,824,2018,1,Martes
13,Keyboard,6/20/2018,920,2018,6,Miercoles
4,Car,5/1/2017,50,2017,5,Lunes
5,Chair,7/1/2017,529,2017,7,Sabado
21,Soap,11/27/2017,334,2017,11,Lunes
15,Pants,8/10/2017,678,2017,8,Jueves
12,Hat,7/25/2018,766,2018,7,Miercoles
